,Tiktoker name,Tiktok name,Subscribers,Views avg.,Likes avg.,Comments avg.,Shares avg.
623,dixiedamelio,dixie,57400000.0,2400000.0,220500.0,1900.0,424.0
624,somi_official_,JEON SOMI,7000000.0,1500000.0,329600.0,2000.0,496.0
625,leanbeefpatty,Patty,5800000.0,1800000.0,277700.0,1500.0,1000.0
626,viki_tory88,Вика & Женя,310600.0,1900000.0,48800.0,208.0,12900.0
627,jakekrantz,Jake Krantz,2200000.0,1300000.0,261899.99999999997,701.0,3000.0
628,momonatamada,Momona Tamada,4400000.0,1700000.0,359300.0,1800.0,279.0
629,bankkamo46_,bankkamo46_🦖,1300000.0,1500000.0,204700.0,1100.0,3000.0
630,surthycooks,Surthany hejeij,9500000.0,2500000.0,273600.0,1400.0,353.0
631,sofiaespanha,sofia espanha,4600000.0,1900000.0,284800.0,1300.0,996.0
632,waspycraft1,Waspycraft,194400.0,2300000.0,188600.0,922.0,1900.0
633,michou_yt,Michou,7400000.0,2400000.0,266700.0,1500.0,341.0
634,rachsullivan__,Rach Sullivan,1500000.0,2000000.0,370200.0,739.0,927.0
635,piperrockelle,♥️Piper Rockelle♠️,10400000.0,1900000.0,158400.0,3600.0,543.0
636,elmercanchi,Que chimba sog,1800000.0,1900000.0,138200.0,691.0,3900.0
637,danielzencon,Daniel Zenteno Const,36600.0,1200000.0,174300.0,1100.0,4600.0
638,dennysumargoreal,DENNY SUMARGO,3300000.0,3500000.0,187200.0,1400.0,386.0
639,jakeandrich,Jake Andrich / Jakipz,14600000.0,2100000.0,164200.0,1600.0,1900.0
640,andreluizframbach,André Luiz Frambach,1400000.0,3600000.0,216200.0,285.0,1300.0
641,6666pd,666,285700.0,924500.0,153300.0,422.0,7900.0
642,skaijackson,Skai Jackson 🥰,20100000.0,2100000.0,441500.0,899.0,372.0
643,nickrowedder,Nicoly Amanda Rowedder,457700.0,1000000.0,264300.0,1700.0,2700.0
644,esneni,Stefano Da Cunha,4400000.0,1400000.0,283100.0,2500.0,477.0
645,bellafoodie,Julie & Bella,4200000.0,2400000.0,313700.0,474.0,1100.0
646,guywithamoviecamera,reece,981500.0,1400000.0,329000.0,1100.0,1400.0
647,chocopla_osada,チョコレートプラネット長田(オサダ),688400.0,2300000.0,107900.0,977.0,3800.0
648,jaydafnwayda,JAYDA WAYDA,3700000.0,1600000.0,230700.0,1000.0,2200.0
649,abusrwal1996,abusrwal1996,1400000.0,1700000.0,190600.0,2100.0,1400.0
650,luara,Luara,22600000.0,2700000.0,185900.0,1900.0,403.0
651,cesarpantoja.n,Cesar Pantoja,14000000.0,2200000.0,347100.0,1200.0,283.0
652,islasvlogs_,Islas Vlogs,2400000.0,2900000.0,313700.0,842.0,416.0
653,postmalone,Post Malone,12800000.0,1900000.0,176000.0,1400.0,2000.0
654,ana_eusse,Ana Maria,13300000.0,3000000.0,392200.0,825.0,141.0
655,jeromepolin98,Jerome Polin,4700000.0,1500000.0,231100.0,2400.0,924.0
656,good.boy.ollie,Good Boy Ollie,4200000.0,997600.0,250300.0,1400.0,3200.0
657,huntersolo,Hunter,2400000.0,2600000.0,399400.0,709.0,383.0
658,frigerrr,Friger,828600.0,1300000.0,327900.0,1100.0,1500.0
659,trungruoi93,Trung Ruồi,2100000.0,3700000.0,112600.0,639.0,2100.0
660,riyukabunga,RiyukaBunga,2900000.0,1900000.0,132400.0,2300.0,2300.0
661,nildachiaraviglio,NildaChiaraviglio,1000000.0,1500000.0,78900.0,478.0,9400.0
662,dina_kalanta,Dina_Kalanta,2500000.0,3100000.0,243200.0,1200.0,341.0
663,foodtimecali,Juan C | RECETAS FOODTIME,4500000.0,1500000.0,120100.0,250.0,6000.0
664,magalligjimenez,AvaSkyeStrong,952000.0,2800000.0,136900.0,2300.0,717.0
665,braceletsbyk_,kp crafts sf,274100.0,1700000.0,226100.0,1100.0,1800.0
666,manja_faiez,Manja,1100000.0,2300000.0,142700.0,1100.0,2300.0
667,firmanskd,𝙆𝙊𝘾𝘼𝙉,2800000.0,1400000.0,144500.0,397.0,5100.0
668,joe.bartolozzi,Joe Bartolozzi,19800000.0,1800000.0,293300.0,1800.0,379.0
669,itsniane,niane,1700000.0,1100000.0,128900.0,2000.0,5900.0
670,melon.n.finn,Melon and Finn,1500000.0,1000000.0,213900.0,1900.0,3300.0
671,khairulaming,Khairulaming,2000000.0,1700000.0,248500.0,1200.0,1400.0
672,dudamaryah,dudamaryah,5900000.0,2000000.0,284600.0,701.0,1300.0
673,andresgjohnson,Andres Johnson256,4099999.9999999995,1100000.0,186400.0,935.0,4500.0
674,luongthingocha,Ngân Hà🍌,6000000.0,2400000.0,286100.0,1400.0,226.0
675,gergomezzz,Ger Gomez,1700000.0,1100000.0,210300.0,1300.0,3300.0
676,dilanjaniyar_2,Emang Dilan namanya,2600000.0,1900000.0,228500.0,1900.0,603.0
677,raulbazanm,RAUL,5700000.0,2200000.0,184000.0,964.0,1800.0
678,tabithaswatosh,Tabs,12500000.0,2300000.0,362200.0,1100.0,203.0
679,iniganta,Ganta,986800.0,1300000.0,160700.0,3300.0,1900.0
680,herranwalt,Herr Anwalt,5700000.0,1400000.0,177700.0,2600.0,1800.0
681,kreebinnear,Bree Kinnear,58400.0,1800000.0,307100.0,819.0,1200.0
682,iamgeraldhuston,Gerald Huston,1700000.0,1500000.0,261399.99999999997,1300.0,1600.0
683,loayramadan10,🔥لؤي رمضان🔥,1100000.0,2800000.0,190500.0,760.0,1300.0
684,madisonbeer,Madison Beer,17900000.0,1200000.0,224400.0,2700.0,1300.0
685,...anddy_,ANDDY 🐺🌙,1100000.0,937100.0,141900.0,7300.0,792.0
686,meqs,Minecraft,2700000.0,3100000.0,136000.0,1100.0,1500.0
687,charlotteless,charlotte,1200000.0,2400000.0,226200.0,544.0,1500.0
688,cristobalsoria,Cristóbal Soria,720400.0,1100000.0,111400.0,3800.0,4900.0
689,hisoyvaleria,valeria 🖤,8500000.0,1400000.0,189000.0,1000.0,3000.0
690,bennyvelour,Benny Velour,326600.0,786500.0,184400.0,2500.0,4900.0
691,carlosferiag,Carlos Feria,40100000.0,2500000.0,203700.0,1900.0,163.0
692,pkcreedon,Pk514,200400.0,1400000.0,235400.0,1400.0,1800.0
693,loganlisle,Logan Lisle,1800000.0,1700000.0,78200.0,315.0,7800.0
694,sunnyjutt1296,SunNy Jutt,2200000.0,2000000.0,204500.0,1400.0,1200.0
695,mealsbymitch,Mitch 🥘,1000000.0,1700000.0,95400.0,951.0,5400.0
696,patinscascavel,Vanessa Patins,3500000.0,878300.0,62400.0,295.0,18800.0
697,son_dan,Trường Sơn,1400000.0,3700000.0,185100.0,670.0,841.0
698,zane,zane,6400000.0,2000000.0,323800.0,775.0,863.0
699,didiwinx,Didi,5200000.0,2000000.0,289700.0,1300.0,575.0
700,rank.ali,رنك | Rnk,571500.0,3100000.0,144400.0,1700.0,630.0
701,farhakhalidi,Farha Khalidi,1700000.0,2200000.0,202600.0,1400.0,880.0
702,oli_natu,Oli Natu,10100000.0,2200000.0,305300.0,749.0,777.0
703,fedez,fedez,5800000.0,1300000.0,229000.0,1400.0,2000.0
704,wei__official,위아이(WEi),1400000.0,959500.0,229600.0,2800.0,1900.0
705,xuxameneghel,Xuxa,684500.0,2300000.0,177200.0,1800.0,716.0
706,jzgarcia,Jz Garcia,1800000.0,969200.0,233900.0,1000.0,3500.0
707,blkk.1,BLK,470500.0,1600000.0,237200.0,1100.0,1600.0
708,kodasteven,Steven🇵🇷,6000000.0,1500000.0,330100.0,1300.0,785.0
709,sampepper,Sam Pepper,4200000.0,3100000.0,227000.0,799.0,642.0
710,tifannylm,⚡️TEF,8700000.0,2800000.0,355600.0,816.0,222.0
711,maithana9er,Maithana9er,2100000.0,2500000.0,96000.0,2700.0,1700.0
712,carrydisini,Carry Disini,3300000.0,3100000.0,274100.0,518.0,694.0
713,lockedinout,Lockedinout,5100000.0,1600000.0,210400.0,883.0,2100.0
714,pipepunk,Pipepunk,1500000.0,951400.0,235200.0,962.0,3500.0
715,rapaellcug,jaeja,868700.0,923100.0,194600.0,2400.0,3200.0
716,michaeloftiktok,michaeloftiktok,1000000.0,1400000.0,186000.0,1400.0,2500.0
717,mrnigelng,Nigel Ng (Uncle Roger),5300000.0,2100000.0,251200.0,621.0,1300.0
718,6footkillaa,6footkillaa,952700.0,1600000.0,257200.0,1800.0,588.0
719,haijoel,Haijoel,736300.0,4000000.0,192200.0,1100.0,231.0
720,esnyrrr,Esnyr,5400000.0,1600000.0,289600.0,778.0,1400.0
721,hairupkneesdownh0e,Ava Soto .,222400.0,1200000.0,170000.0,3900.0,946.0
722,morganveraa,Morgan Vera,5700000.0,2000000.0,238000.0,1000.0,1100.0
723,laurahfritz,laura & lena,2700000.0,1300000.0,254100.0,1100.0,1900.0
724,jdiasss_,João Dias,7800000.0,1300000.0,265400.0,1800.0,1200.0
725,greatekyroga,u can call me sasha,1100000.0,1100000.0,320300.0,1900.0,1000.0
726,jomaryee,Jomar Yee,9000000.0,2300000.0,226700.0,1300.0,626.0
727,kikakiim,Kika Kim,31700000.0,1900000.0,220000.0,1700.0,646.0
728,pepperonimuffin,Kirsten Titus,7900000.0,2200000.0,433500.0,809.0,225.0
729,shayvise,Shayvise,3600000.0,2100000.0,412800.0,774.0,361.0
730,thejoeyswoll,Joey Swoll,5300000.0,1700000.0,240800.0,2200.0,322.0
731,kieuduylong16,Kiều Duy Long 🦖,2400000.0,2500000.0,243900.0,1400.0,220.0
732,sajads111,سجاد سلمان,1500000.0,2000000.0,71200.0,1100.0,6000.0
733,bobbialthoff,Bobbi,3500000.0,2900000.0,207400.0,477.0,1100.0
734,josefineholum,Josefine👩🏽‍⚕️,1100000.0,1500000.0,221300.0,1400.0,1500.0
735,lyodrabeneran,Lyodra Ginting,1600000.0,2200000.0,172500.0,1400.0,1100.0
736,armando_netto,Armando Netto,4800000.0,2100000.0,226100.0,1900.0,225.0
737,rachaeloneil,Rachael O'Neil,1000000.0,2000000.0,144000.0,1600.0,1800.0
738,andremastijan,andre,786700.0,1200000.0,111500.0,876.0,6200.0
739,pamibabyy,pami ♡,7200000.0,1700000.0,288900.0,679.0,1300.0
740,xawado,اوادو / awado  🦎,1200000.0,1700000.0,137500.0,1900.0,2300.0
741,annafontanela,Anna Fontanela,3900000.0,2100000.0,313400.0,1200.0,292.0
742,aragonclyrics,@aragonclyrics,1400000.0,1300000.0,94400.0,96.0,7700.0
743,jadepicon,JADE PICON 🌪,8800000.0,2000000.0,311100.0,967.0,567.0
744,simpforatispaul,Mikaela Testa,2700000.0,2100000.0,355100.0,853.0,423.0
745,legendasmania,Legendas Mania,767900.0,1100000.0,135100.0,231.0,6200.0
746,philiptanasas,philiptanasas,9300000.0,2200000.0,252900.0,1100.0,610.0
747,zainah.mb,Zainah & Minnie,1200000.0,1000000.0,208100.0,1100.0,3200.0
748,ffrangomez,Fran Gómez,1500000.0,1400000.0,253400.0,349.0,2300.0
749,sibenitoo,SiBenitoo,5600000.0,2500000.0,185700.0,1500.0,598.0
750,benazelart,Ben Azelart,15700000.0,2600000.0,221600.0,1200.0,452.0
751,lgndfrvr,LGNDFRVR,17000000.0,1600000.0,200500.0,1100.0,1800.0
752,worldofxtra,Stan Fukase,806200.0,943600.0,290600.0,1400.0,2000.0
753,so.077,سوم,419500.0,1800000.0,119100.0,2700.0,1800.0
754,ehgml._.16,김도찌,400700.0,1400000.0,273500.0,1200.0,1300.0
755,kelvinsabinoof,KelvinSabino🌵,1500000.0,1000000.0,156800.0,2700.0,3200.0
756,bradley.thor,Thoren Bradley,5700000.0,1300000.0,142400.0,1800.0,3200.0
757,anxietycouple,Anxiety couple,12200000.0,2400000.0,271000.0,893.0,526.0
758,alostrich,Matt Mitchell,1000000.0,1100000.0,134300.0,1000.0,5100.0
759,goharsguide,Gohar Khan,2100000.0,2000000.0,306000.0,724.0,779.0
760,viliacarl,Vilia Carl,4099999.9999999995,2800000.0,243100.0,881.0,470.0
761,riaricis,Ria Ricis,28600000.0,2300000.0,242700.0,764.0,878.0
762,k0uvr,Kouvr,13600000.0,2700000.0,422500.0,562.0,240.0
763,jorgitoparrillero,Jorgito Parrillero,1400000.0,1500000.0,99500.0,333.0,6000.0
764,mell_editz0,鬼 • 𝐆 𝐎 𝐉 𝐎,480500.0,1500000.0,229900.0,1500.0,1100.0
765,homemdehonra,Homem De Honra,79300.0,944300.0,37700.0,710.0,25000.0
766,claragnds,Maria Clara Garcia,18600000.0,1900000.0,191800.0,1800.0,648.0
767,jakepaul,Jake Paul,16700000.0,1500000.0,156400.0,2300.0,1600.0
768,albert_cancook,albert_cancook,8100000.0,2400000.0,265200.0,829.0,624.0
769,soapinmymouthoncemore,tedwards,5100.0,943300.0,189600.0,1900.0,3100.0
770,cirowhites1.0,CiroWhites,2300000.0,1700000.0,301700.0,908.0,895.0
771,theshabakitchen,The Shaba Kitchen,2100000.0,1300000.0,114100.0,1800.0,4300.0
772,rubiaramallho,Rubia Ramallho,2700000.0,2100000.0,156400.0,613.0,2100.0
773,bessan_esmail,بيسان اسماعيل - Bessan Ismail,11300000.0,2100000.0,160500.0,1400.0,1300.0
774,ypk.raye,ypk.raye,4000000.0,1800000.0,332500.0,890.0,642.0
775,edlyninbatangas,Boss Edlyn,925000.0,2300000.0,175000.0,558.0,1700.0
776,armandogreiser,Armando Greiser,52400.0,621400.0,112500.0,1300.0,11400.0
777,internet.elise,elise,522900.0,926900.0,206500.0,597.0,4000.0
778,ikercasillas,Iker Casillas,2700000.0,1600000.0,191800.0,2100.0,783.0
779,rizwanfadilah.a.s,Njan 🙈,1600000.0,1000000.0,205200.0,2200.0,2100.0
780,coleandersonj,Cole Anderson James,1800000.0,1400000.0,262100.00000000003,1100.0,1200.0
781,moneybagyo85,YouTube king von 1,55100.0,4400000.0,216100.0,680.0,244.0
782,luisonfelix2,Luis Felix,395400.0,2300000.0,99500.0,1100.0,2800.0
783,davidgetial,deivis,14800000.0,1900000.0,322500.0,1100.0,291.0
784,jezzzini,JEZZINI,2500000.0,856400.0,239000.0,1100.0,3200.0
785,sherinicolee,sheri,14300000.0,2800000.0,263200.0,1100.0,103.0
786,fujiiian,Fuji,16300000.0,2200000.0,221600.0,1100.0,681.0
787,anardreams,ANAR DREAMS 💎💰,15900000.0,3000000.0,131100.0,1900.0,376.0
788,1_alkaisr_1,🔱🌹القيصر🌹🔱,12100000.0,1900000.0,182100.0,690.0,1800.0
789,joslum,José L,13400000.0,2300000.0,364900.0,779.0,252.0
790,erabii,Mohanaderabii,1400000.0,2100000.0,132800.0,1400.0,1700.0
791,ycn.benz,👑𝖄𝕬𝕮𝕴𝕹𝕰👑,132100.0,1300000.0,44000.0,849.0,14800.0
792,conradovillagra,ᴄᴏɴʀᴀ,10900000.0,3200000.0,260399.99999999997,864.0,167.0
793,haniaheheofficiall,Hania Aamir,1300000.0,2000000.0,190900.0,1800.0,432.0
794,julesleblanc,jules,18800000.0,2200000.0,322500.0,952.0,270.0
795,real_animasinopal,Animasinopal,1800000.0,2900000.0,277700.0,451.0,619.0
796,vivinovikaa,Vivi🧸,999100.0,1600000.0,197900.0,1700.0,945.0
797,erikatitus,Erika,3300000.0,1600000.0,329700.0,1100.0,525.0
798,_amanndaraujo,Amanda Araújo,4300000.0,3500000.0,172600.0,997.0,400.0
799,tuankiet.2000,Kiệt Hà Tịnh,4600000.0,2900000.0,216500.0,1100.0,268.0
800,madelineargy,madz,2300000.0,1500000.0,337700.0,1100.0,581.0
801,melon.228,Melon nè !,1900000.0,2400000.0,185600.0,1000.0,868.0
802,joelsvnny,Joel Sunny,1400000.0,1100000.0,208300.0,2300.0,1300.0
803,theandrewschulz,Andrew Schulz,4099999.9999999995,1400000.0,192900.0,613.0,2600.0
804,littlebubbychild,Little Bubby Child,356200.0,853500.0,65500.0,1500.0,13400.0
805,jeonifty,🐰,250000.0,800400.0,235700.0,1200.0,3200.0
806,annaxsitar,anna x,12000000.0,2600000.0,372800.0,417.0,442.0
807,agustinlocutor,agustinlocutor,1800000.0,1600000.0,100000.0,986.0,4200.0
808,meosimmyyt,Mèo Simmy,4600000.0,1100000.0,137100.0,4700.0,626.0
809,bryceheemjames,Bryce😈,834600.0,1400000.0,237600.0,1800.0,688.0
810,c4tluvr666,Kennedy Walsh,2600000.0,1600000.0,312600.0,934.0,765.0
811,losariasbrothers,Los Arias,1600000.0,1600000.0,241400.0,476.0,1600.0
812,stainedhands,Devyn,1600000.0,1600000.0,335300.0,359.0,1200.0
813,romanlolo,Roman,2600000.0,1900000.0,170400.0,2000.0,579.0
814,slayeas,Léa Martinez,3900000.0,1800000.0,239700.0,837.0,1100.0
815,mo_vlogs,movlogs,3300000.0,4900000.0,189600.0,577.0,300.0
816,volvydooya,柊Volvy,1300000.0,1100000.0,233100.0,1200.0,2000.0
817,simoneberlini,SIMONE BERLINI,6100000.0,1600000.0,259800.0,868.0,1100.0
818,aileenchristineee,Aileenchristineee,5800000.0,1400000.0,224100.0,681.0,1900.0
819,funny_v.i.p,funny_v.i.p,9500000.0,1600000.0,196500.0,476.0,2100.0
820,barbaracoura,Bárbara Coura,9500000.0,1400000.0,295700.0,1000.0,922.0
821,nada_m7amed,دودا🦹🏻🤍,6400000.0,1800000.0,190800.0,812.0,1500.0
822,yesimresmi1,~YEŞİM,17100000.0,3500000.0,122500.0,1100.0,765.0
823,hjevelyn,Evelyn Ha,2800000.0,1100000.0,245900.0,2400.0,661.0
824,wubzzy69,William,1500000.0,911900.0,194800.0,1700.0,2700.0
825,onlyjayus,actuallyitsbella,18200000.0,1600000.0,237400.0,1600.0,503.0
826,nyx.lynnx,Nyx,202600.0,1600000.0,155500.0,1800.0,1400.0
827,dhddecor,Design House Decor,76500.0,1100000.0,141100.0,574.0,4400.0
828,shoelover99,ophelia 🦋,8900000.0,1000000.0,169200.0,4200.0,481.0
829,alzoubinadia,Nadia Al-zou'bi,5500000.0,1500000.0,75900.0,738.0,6200.0
830,emilwarren1,Emil Warren,851500.0,1200000.0,211300.0,2600.0,617.0
831,clmnsbrock,CLMNS BROCK,1600000.0,1400000.0,152800.0,532.0,3300.0
832,alxjames,Alx James,2200000.0,896700.0,152800.0,899.0,4800.0
833,tanamongeaulol,Tana Mongeau,7400000.0,2100000.0,234500.0,1200.0,412.0
834,cassholland,Cass Holland,1900000.0,1900000.0,287700.0,856.0,571.0
835,arfaytb,ARFAYTB,372700.0,894100.0,108700.0,456.0,7600.0
836,britneyspears,Britney Spears,7100000.0,1300000.0,107800.0,3500.0,2300.0
837,h2balla,Hunter & Frank,3200000.0,2000000.0,234200.0,1400.0,274.0
838,elalfaeljeferd,ELALFAELJEFERD,1300000.0,1900000.0,198600.0,639.0,1400.0
839,adamsheey,Adam Shi,5300000.0,1200000.0,235900.0,845.0,1900.0
840,maxthemeatguy,Max The Meat Guy,4900000.0,2100000.0,273100.0,622.0,720.0
841,iamauroramusic,AURORA,4000000.0,1600000.0,216200.0,1600.0,659.0
842,haritsuuu,ハリツ🌿極,1900000.0,1800000.0,92700.0,2300.0,2500.0
843,vidhia_r,🐇Vidhi_R🐇,7200000.0,1100000.0,151500.0,2900.0,1700.0
844,t_400,جوقي💚,3800000.0,1500000.0,219300.0,1300.0,982.0
845,gabrielabee,GABI BEE,10000000.0,1200000.0,239100.0,2200.0,432.0
846,fyp,jack neel,8600000.0,1300000.0,245400.0,1900.0,535.0
847,dangthuhaf,Đặng Thu Hà,980500.0,2500000.0,300400.0,672.0,341.0
848,miguelito_peru,Miguel Alessandro,1700000.0,1800000.0,113900.0,1000.0,2800.0
849,mesitaaa,Mesita,329900.0,1600000.0,326800.0,611.0,886.0
850,munir.107,Munir | 107 Deportes,752500.0,1200000.0,88400.0,371.0,6700.0
851,plethoraklaus,grace☕︎︎,68200.0,730300.0,179200.0,3900.0,1900.0
852,alexandramadison_,Alex and Jon,1300000.0,971200.0,135000.0,552.0,5200.0
853,playboyjuju,Playboyjuju,358300.0,1700000.0,120100.0,2400.0,1300.0
854,beamngshorts,Beamng Shorts,2800000.0,2900000.0,158900.0,1000.0,630.0
855,susymourizz,Susy Mouriz🌷,8400000.0,1800000.0,212200.0,1500.0,470.0
856,themerkins,THE MERKINS,631900.0,600100.0,150900.0,1400.0,6800.0
857,carloandsarah,carloandsarah,4000000.0,2100000.0,219600.0,695.0,924.0
858,paupelaez_,ʜᴀɴᴇᴍɪʏᴀ,6600000.0,1200000.0,257600.00000000003,2100.0,336.0
859,okichloeo,chloeo,3700000.0,1400000.0,188200.0,1900.0,962.0
860,mrs.wahlberg,Jenny McCarthy,1900000.0,1200000.0,147800.0,3200.0,986.0
861,apinyabunying,Apinya Bunying,215600.0,1500000.0,204100.0,1200.0,1300.0
862,imanthonyvargas,Anthony Vargas,6600000.0,1800000.0,292100.0,1200.0,247.0
863,creatingwonders,Jesse J. Pedigo,11600000.0,752900.0,96300.0,1400.0,8800.0
864,nalgalia.g,nati👽,13900000.0,1600000.0,182600.0,449.0,2200.0
865,zeinazeee,Zeina Zee,3800000.0,2200000.0,185600.0,820.0,990.0
866,notmarkharris,Mark,56700.0,754300.0,192500.0,1700.0,3300.0
867,boywithuke,boywithuke,5800000.0,1600000.0,242300.0,1600.0,306.0
868,lilyxgarcia,Lily Garcia,12300000.0,1700000.0,248500.0,972.0,760.0
869,rose.friederike,ROSE,3900000.0,3100000.0,123900.0,974.0,930.0
870,kaylamalecc,kayla,8300000.000000001,1700000.0,277300.0,1400.0,128.0
871,theonlycb3,Charles Brockman III,6000000.0,1000000.0,235100.0,2100.0,1000.0
872,carloscastroes,Carlos Castro,12500000.0,1600000.0,166500.0,285.0,2500.0
873,hf37777,نجم الثرياء⭐H,455300.0,1100000.0,17600.0,5800.0,31900.0
874,jfkexplainsjokes,JFK 💀,34100.0,888800.0,181600.0,3400.0,1100.0
875,johnmicheal1996,Ricky & The Boss,4300000.0,930600.0,109500.0,784.0,6300.0
876,celinaspookyboo,Celina Myers,26000000.0,1600000.0,246700.0,1200.0,625.0
877,yg_treasure_tiktok,yg_treasure_official,4400000.0,830500.0,216900.0,2200.0,1800.0
878,0808sakura,🌸桜🌸,1600000.0,1200000.0,144700.0,2700.0,1500.0
879,danethegreatt,Dane Lindfors,2500000.0,1300000.0,109600.0,896.0,4300.0
880,thedonato,thedonato,8100000.0,1300000.0,152800.0,3500.0,92.0
881,afrae.es,Afraa,6600000.0,2700000.0,185700.0,594.0,860.0
882,rifirdus,RIFIRDUS,2100000.0,2100000.0,158900.0,845.0,1300.0
883,lilmabuu,Lil Mabu,958100.0,2000000.0,206900.0,1200.0,504.0
884,nadaahmed__1,ام خدود  فراولة😌🍓,907400.0,2200000.0,150100.0,907.0,1200.0
885,maxtaylorlifts,Max Taylor,8900000.0,1300000.0,231200.0,1200.0,1200.0
886,daddyyankee,daddyyankee,12100000.0,1200000.0,197800.0,1800.0,1200.0
887,imchef7,Heinz Wuth - Ciencia y Cocina,1300000.0,1300000.0,189300.0,530.0,2500.0
888,acdc,AC/DC,394200.0,1100000.0,182200.0,879.0,2600.0
889,subarumotorsportsusa,Subaru Motorsports USA,199900.0,1000000.0,161900.0,840.0,3400.0
890,in_the_nic_of_time,Nic Suarez,6300000.0,2400000.0,263500.0,752.0,362.0
891,its.michhh,Michel Chavez,31700000.0,1900000.0,260399.99999999997,1200.0,218.0
892,alwanr__,AlwanRK,6900000.0,2500000.0,237000.0,630.0,558.0
893,hieubuiba,Bùi Bá Hiếu,2300000.0,2800000.0,260600.00000000003,796.0,185.0
894,atom221220,💦ATOM🐦,2800000.0,1300000.0,241800.0,1400.0,821.0
895,cedriklorenzen,Cedrik Lorenzen,2900000.0,1100000.0,115300.0,2300.0,3200.0
896,aureliehermansyahatta,Aurelie Hermansyah,8700000.0,2100000.0,187400.0,989.0,779.0
897,abopermak,abopermak,73000.0,2300000.0,69700.0,2600.0,1700.0
898,therealdrmiami,Dr. Miami,1800000.0,1300000.0,270600.0,681.0,1300.0
899,47bato,Batu FuRkan,20600.0,1300000.0,172500.0,1100.0,2100.0
900,priimoraa,Prii Moraa,16100000.000000002,2000000.0,345500.0,293.0,726.0
901,dylanhoogerwerf,dylan hoogerwerf,2200000.0,2300000.0,271400.0,779.0,318.0
902,reesewitherspoon,Reese Witherspoon,8500000.0,1500000.0,147900.0,2300.0,878.0
903,olisboa,LISBOA,3300000.0,1600000.0,262900.0,601.0,1100.0
904,altarvision,Rowan,167000.0,1100000.0,268100.0,1100.0,1200.0
905,jakehunterofficial,Jake hunter,3600000.0,2000000.0,127800.0,2400.0,353.0
906,huddy,Huddy,32200000.000000004,2000000.0,147900.0,1800.0,529.0
907,ikerlafuente,Iker Lafuente 🫧,153500.0,1000000.0,162500.0,2900.0,1100.0
908,niallmacmillan,Niall MacMillan,5000000.0,1500000.0,123200.0,973.0,2700.0
909,nhabebap,🌽 NHÃ BÉ BẮP 🌽,2300000.0,2500000.0,267800.0,689.0,319.0
910,elecherlee,Elecher Lee,135900.0,1500000.0,138300.0,2700.0,632.0
911,summerhays.bros,The Summerhays Bros,793100.0,1300000.0,188300.0,539.0,2200.0
912,amxnahali,Aminah,63200.0,1000000.0,178200.0,2300.0,1400.0
913,dudeperfect,Dude Perfect,16700000.0,2300000.0,327400.0,469.0,416.0
914,j0a0zinh0,joãozinho,6400000.0,1100000.0,203900.0,1100.0,1900.0
915,tonystatovci,TONY STATOVCI,2400000.0,991700.0,224500.0,889.0,2100.0
916,sanjosejules,Julie Anne San Jose,2000000.0,2300000.0,274500.0,566.0,486.0
917,zanfilms,Zan Films,1900000.0,2700000.0,98700.0,1200.0,1300.0
918,melch.cooks,melch.cooks,121600.0,1600000.0,156400.0,2000.0,729.0
919,sweizayne,Iana McCalebb,1700000.0,907700.0,164400.0,1900.0,2500.0
920,taetoowavy,taetoowavy,8000000.0,873000.0,171300.0,1900.0,2400.0
921,a.l.capone,💉طبيب القلب💔,75900.0,863000.0,34500.0,629.0,21300.0
922,chris,Chris Olsen,8100000.0,1800000.0,368000.0,559.0,424.0
923,lance210,Lance Stewart,22300000.0,2300000.0,218400.0,535.0,784.0
924,mozamir,Amir,2100000.0,1400000.0,175900.0,1800.0,869.0
925,abdullah_eltourky,Eltourky 👑,7300000.0,1800000.0,200500.0,824.0,968.0
926,fionntime,FionnTime,2600000.0,910200.0,210300.0,1400.0,2000.0
927,ngoc.matcha,Ngọc Matcha 💚,4099999.9999999995,1100000.0,150000.0,3300.0,617.0
928,posterised,Posterised,5500000.0,1500000.0,199700.0,715.0,1400.0
929,texassbitty,Texassbitty,142000.0,1100000.0,126100.0,918.0,3700.0
930,ethankleinh3,Ethan Klein,1900000.0,970500.0,136600.0,3000.0,1900.0
931,emrata,Emrata,1600000.0,2000000.0,186800.0,965.0,752.0
932,mahmooud_shaar,ابو عرب 🛑🎬,1500000.0,3000000.0,100200.0,941.0,1200.0
933,anyaischuk,Anya Ischuk,11800000.0,1900000.0,219300.0,877.0,692.0
934,.02h.88m,CALL ME LUCAS,1200000.0,917800.0,172600.0,1600.0,2400.0
935,thiennhan5272,Thiện Nhân,4099999.9999999995,2900000.0,216800.0,712.0,295.0
936,elchaparrito951,el chuacheneguer,6100000.0,1300000.0,49500.0,525.0,9300.0
937,angryreactions,Oneya D’Amelio,26600000.0,1500000.0,257100.00000000003,1300.0,376.0
938,thereallifeguys,The Real Life Guys,474000.0,2300000.0,216100.0,639.0,626.0
939,aspenackley,Sabrina & Andrew,2200000.0,1300000.0,192100.0,598.0,1900.0
940,gutierrezcastro,Gutierrez Castro,14200000.0,1100000.0,147900.0,894.0,3000.0
941,joelbergs,JoelBergs,11400000.0,1900000.0,317500.0,511.0,528.0
942,ragnarlebretonofficiel,Ragnar Le Breton officiel,383400.0,1500000.0,135400.0,400.0,2700.0
